channel,store_code,ean,day,quantity
Retail,S002,ST0049_S,2026-01-27,35
Retail,S002,ST0042_S,2026-01-27,15
Retail,S002,ST0050_M,2026-01-27,2
Retail,S002,ST0027_L,2026-01-27,24
Retail,S002,ST0013_M,2026-01-27,2
Retail,S002,ST0012_M,2026-01-27,30
Retail,S002,ST0016_S,2026-01-27,0
Retail,S002,ST0007_XL,2026-01-27,25
Retail,S002,ST0032_M,2026-01-27,10
Retail,S002,ST0016_L,2026-01-27,41
Retail,S002,ST0014_L,2026-01-27,37
Retail,S002,ST0040_L,2026-01-27,28
Retail,S003,ST0009_L,2026-01-27,14
Retail,S003,ST0032_L,2026-01-27,42
Retail,S003,ST0047_M,2026-01-27,44
Retail,S003,ST0036_S,2026-01-27,49
Retail,S003,ST0037_XL,2026-01-27,20
Retail,S003,ST0049_M,2026-01-27,18
Retail,S003,ST0004_S,2026-01-27,11
Retail,S003,ST0002_S,2026-01-27,47
Retail,S003,ST0006_S,2026-01-27,35
Retail,S003,ST0005_S,2026-01-27,22
Retail,S003,ST0041_L,2026-01-27,29
Retail,S003,ST0020_M,2026-01-27,40
Retail,S003,ST0014_M,2026-01-27,5
Retail,S003,ST0033_S,2026-01-27,2
Retail,S003,ST0013_M,2026-01-27,9
Retail,S003,ST0047_L,2026-01-27,1
Retail,S003,ST0015_XL,2026-01-27,44
Retail,S003,ST0038_M,2026-01-27,44
Retail,S003,ST0023_L,2026-01-27,17
Retail,S003,ST0029_XL,2026-01-27,44
Retail,S004,ST0018_M,2026-01-27,44
Retail,S004,ST0049_M,2026-01-27,30
Retail,S004,ST0019_M,2026-01-27,24
Retail,S004,ST0030_L,2026-01-27,11
Retail,S004,ST0011_M,2026-01-27,39
Retail,S004,ST0039_M,2026-01-27,44
Retail,S004,ST0015_L,2026-01-27,40
Retail,S004,ST0041_S,2026-01-27,29
Retail,S004,ST0022_L,2026-01-27,41
Retail,S004,ST0021_XL,2026-01-27,5
Retail,S004,ST0006_M,2026-01-27,30
Retail,S004,ST0002_M,2026-01-27,11
Retail,S004,ST0026_XL,2026-01-27,5
Retail,S004,ST0028_S,2026-01-27,25
Retail,S004,ST0013_XL,2026-01-27,31
Retail,S004,ST0029_M,2026-01-27,39
Retail,S004,ST0005_M,2026-01-27,1
Retail,S004,ST0003_XL,2026-01-27,19
Retail,S004,ST0039_L,2026-01-27,38
Retail,S004,ST0003_L,2026-01-27,35
Retail,S005,ST0035_M,2026-01-27,49
Retail,S005,ST0030_S,2026-01-27,38
Retail,S005,ST0033_XL,2026-01-27,24
Retail,S005,ST0049_S,2026-01-27,32
Retail,S005,ST0041_L,2026-01-27,37
Retail,S005,ST0009_L,2026-01-27,18
Retail,S005,ST0017_S,2026-01-27,27
Retail,S005,ST0039_M,2026-01-27,30
Retail,S005,ST0038_S,2026-01-27,17
Retail,S005,ST0001_XL,2026-01-27,34
Retail,S005,ST0036_L,2026-01-27,41
Retail,S005,ST0045_S,2026-01-27,47
Retail,S005,ST0020_S,2026-01-27,8
Retail,S005,ST0007_S,2026-01-27,44
Retail,S005,ST0032_XL,2026-01-27,13
Retail,S005,ST0031_S,2026-01-27,10
Retail,S005,ST0044_M,2026-01-27,7
Retail,S005,ST0018_M,2026-01-27,14
Retail,S005,ST0046_XL,2026-01-27,39
Retail,S005,ST0010_L,2026-01-27,15
Retail,S006,ST0019_L,2026-01-27,31
Retail,S006,ST0002_L,2026-01-27,35
Retail,S006,ST0020_S,2026-01-27,14
Retail,S006,ST0014_M,2026-01-27,15
Retail,S006,ST0024_XL,2026-01-27,5
Retail,S006,ST0021_XL,2026-01-27,31
Retail,S006,ST0043_S,2026-01-27,41
Retail,S006,ST0032_XL,2026-01-27,47
Retail,S006,ST0005_L,2026-01-27,33
Retail,S006,ST0031_S,2026-01-27,12
Retail,S006,ST0042_L,2026-01-27,9
Retail,S006,ST0009_L,2026-01-27,37
Retail,S006,ST0010_S,2026-01-27,46
Retail,S006,ST0038_M,2026-01-27,2
Retail,S006,ST0011_M,2026-01-27,26
Retail,S006,ST0001_XL,2026-01-27,22
Retail,S006,ST0035_XL,2026-01-27,14
Retail,S006,ST0029_M,2026-01-27,44
Retail,S006,ST0048_XL,2026-01-27,43
Retail,S006,ST0049_L,2026-01-27,2
Retail,S007,ST0023_XL,2026-01-27,33
Retail,S007,ST0010_L,2026-01-27,47
Retail,S007,ST0045_S,2026-01-27,43
Retail,S007,ST0039_S,2026-01-27,29
Retail,S007,ST0035_M,2026-01-27,5
Retail,S007,ST0014_M,2026-01-27,11
Retail,S007,ST0015_XL,2026-01-27,17
Retail,S007,ST0032_XL,2026-01-27,34
Retail,S007,ST0033_L,2026-01-27,48
Retail,S007,ST0030_S,2026-01-27,21
Retail,S007,ST0019_L,2026-01-27,28
Retail,S007,ST0040_L,2026-01-27,20
Retail,S007,ST0026_M,2026-01-27,19
Retail,S007,ST0040_S,2026-01-27,40
Retail,S007,ST0005_M,2026-01-27,13
Retail,S007,ST0009_S,2026-01-27,32
Retail,S007,ST0033_M,2026-01-27,1
Retail,S007,ST0018_M,2026-01-27,36
Retail,S007,ST0030_M,2026-01-27,19
Retail,S007,ST0040_XL,2026-01-27,46
Retail,S008,ST0037_XL,2026-01-27,5
Retail,S008,ST0030_XL,2026-01-27,3
Retail,S008,ST0023_XL,2026-01-27,38
Retail,S008,ST0007_L,2026-01-27,37
Retail,S008,ST0043_M,2026-01-27,36
Retail,S008,ST0011_L,2026-01-27,28
Retail,S008,ST0043_L,2026-01-27,17
Retail,S008,ST0027_L,2026-01-27,45
Retail,S008,ST0050_XL,2026-01-27,8
Retail,S008,ST0007_M,2026-01-27,6
Retail,S008,ST0032_M,2026-01-27,33
Retail,S008,ST0036_S,2026-01-27,25
Retail,S008,ST0028_S,2026-01-27,39
Retail,S008,ST0029_L,2026-01-27,13
Retail,S008,ST0016_M,2026-01-27,30
Retail,S008,ST0011_XL,2026-01-27,10
Retail,S008,ST0003_L,2026-01-27,37
Retail,S008,ST0038_XL,2026-01-27,11
Retail,S008,ST0040_M,2026-01-27,8
Retail,S008,ST0037_L,2026-01-27,2
Retail,S009,ST0015_XL,2026-01-27,10
Retail,S009,ST0044_S,2026-01-27,1
Retail,S009,ST0026_S,2026-01-27,28
Retail,S009,ST0032_S,2026-01-27,25
Retail,S009,ST0014_XL,2026-01-27,13
Retail,S009,ST0018_XL,2026-01-27,34
Retail,S009,ST0045_S,2026-01-27,11
Retail,S009,ST0026_M,2026-01-27,33
Retail,S009,ST0033_S,2026-01-27,5
Retail,S009,ST0049_M,2026-01-27,36
Retail,S009,ST0017_S,2026-01-27,39
Retail,S009,ST0025_M,2026-01-27,40
Retail,S009,ST0007_L,2026-01-27,10
Retail,S009,ST0034_M,2026-01-27,3
Retail,S009,ST0025_L,2026-01-27,15
Retail,S009,ST0024_M,2026-01-27,48
Retail,S009,ST0045_L,2026-01-27,39
Retail,S009,ST0027_L,2026-01-27,36
Retail,S009,ST0046_L,2026-01-27,25
Retail,S009,ST0042_XL,2026-01-27,18
Retail,S010,ST0019_M,2026-01-27,16
Retail,S010,ST0014_XL,2026-01-27,7
Retail,S010,ST0046_M,2026-01-27,36
Retail,S010,ST0008_L,2026-01-27,42
Retail,S010,ST0004_S,2026-01-27,3
Retail,S010,ST0007_XL,2026-01-27,46
Retail,S010,ST0046_XL,2026-01-27,26
Retail,S010,ST0021_XL,2026-01-27,43
Retail,S010,ST0011_M,2026-01-27,32
Retail,S010,ST0012_M,2026-01-27,19
Retail,S010,ST0014_S,2026-01-27,33
Retail,S010,ST0017_M,2026-01-27,35
Retail,S010,ST0041_L,2026-01-27,41
Retail,S010,ST0039_L,2026-01-27,49
Retail,S010,ST0036_S,2026-01-27,35
Retail,S010,ST0024_S,2026-01-27,48
Retail,S010,ST0001_M,2026-01-27,25
Retail,S010,ST0009_S,2026-01-27,32
Retail,S010,ST0018_L,2026-01-27,8
Retail,S010,ST0047_L,2026-01-27,37
Retail,S001,ST0008_S,2026-01-28,38
Retail,S001,ST0049_XL,2026-01-28,27
Retail,S001,ST0012_L,2026-01-28,6
Retail,S001,ST0026_M,2026-01-28,21
Retail,S001,ST0027_XL,2026-01-28,35
Retail,S001,ST0028_L,2026-01-28,5
Retail,S001,ST0031_M,2026-01-28,34
Retail,S001,ST0008_L,2026-01-28,6
Retail,S001,ST0015_S,2026-01-28,34
Retail,S001,ST0009_M,2026-01-28,46
Retail,S001,ST0035_L,2026-01-28,42
Retail,S001,ST0029_XL,2026-01-28,2
Retail,S001,ST0024_XL,2026-01-28,38
Retail,S001,ST0011_L,2026-01-28,8
Retail,S001,ST0005_S,2026-01-28,16
Retail,S001,ST0035_M,2026-01-28,40
Retail,S001,ST0006_M,2026-01-28,44
Retail,S001,ST0047_M,2026-01-28,45
Retail,S001,ST0034_L,2026-01-28,13
Retail,S001,ST0026_L,2026-01-28,10
Retail,S002,ST0011_XL,2026-01-28,40
Retail,S002,ST0010_L,2026-01-28,43
Retail,S002,ST0026_L,2026-01-28,42
Retail,S002,ST0033_M,2026-01-28,46
Retail,S002,ST0025_XL,2026-01-28,46
Retail,S002,ST0009_L,2026-01-28,20
Retail,S002,ST0014_XL,2026-01-28,2
Retail,S002,ST0010_S,2026-01-28,42
Retail,S002,ST0026_M,2026-01-28,23
Retail,S002,ST0004_XL,2026-01-28,5
Retail,S002,ST0011_L,2026-01-28,46
Retail,S002,ST0002_XL,2026-01-28,23
Retail,S002,ST0018_S,2026-01-28,37
Retail,S002,ST0044_L,2026-01-28,33
Retail,S002,ST0001_L,2026-01-28,46
Retail,S002,ST0030_L,2026-01-28,15
Retail,S002,ST0021_XL,2026-01-28,48
Retail,S002,ST0034_L,2026-01-28,8
Retail,S002,ST0008_XL,2026-01-28,36
Retail,S002,ST0016_L,2026-01-28,2
Retail,S003,ST0018_M,2026-01-28,41
Retail,S003,ST0028_S,2026-01-28,25
Retail,S003,ST0022_S,2026-01-28,19
Retail,S003,ST0013_M,2026-01-28,34
Retail,S003,ST0029_S,2026-01-28,3
Retail,S003,ST0032_L,2026-01-28,24
Retail,S003,ST0046_L,2026-01-28,27
Retail,S003,ST0025_XL,2026-01-28,11
Retail,S003,ST0003_L,2026-01-28,0
Retail,S003,ST0005_S,2026-01-28,33
Retail,S003,ST0036_M,2026-01-28,21
Retail,S003,ST0045_XL,2026-01-28,26
Retail,S003,ST0005_XL,2026-01-28,21
Retail,S003,ST0037_XL,2026-01-28,43
Retail,S003,ST0018_XL,2026-01-28,4
Retail,S003,ST0044_M,2026-01-28,41
Retail,S003,ST0021_XL,2026-01-28,40
Retail,S003,ST0039_M,2026-01-28,6
Retail,S003,ST0011_XL,2026-01-28,6
Retail,S003,ST0009_M,2026-01-28,26
Retail,S004,ST0015_S,2026-01-28,2
Retail,S004,ST0015_L,2026-01-28,22
Retail,S004,ST0004_L,2026-01-28,40
Retail,S004,ST0030_L,2026-01-28,3
Retail,S004,ST0019_L,2026-01-28,2
Retail,S004,ST0019_XL,2026-01-28,19
Retail,S004,ST0023_L,2026-01-28,42
Retail,S004,ST0026_S,2026-01-28,48
Retail,S004,ST0048_XL,2026-01-28,7
Retail,S004,ST0011_L,2026-01-28,7
Retail,S004,ST0005_S,2026-01-28,18
Retail,S004,ST0026_L,2026-01-28,34
Retail,S004,ST0049_M,2026-01-28,7
Retail,S004,ST0001_XL,2026-01-28,7
Retail,S004,ST0035_S,2026-01-28,6
Retail,S004,ST0016_S,2026-01-28,43
Retail,S004,ST0041_L,2026-01-28,33
Retail,S004,ST0050_XL,2026-01-28,46
Retail,S004,ST0025_M,2026-01-28,14
Retail,S004,ST0018_M,2026-01-28,18
Retail,S005,ST0042_L,2026-01-28,35
Retail,S005,ST0034_M,2026-01-28,32
Retail,S005,ST0004_S,2026-01-28,33
Retail,S005,ST0050_M,2026-01-28,17
Retail,S005,ST0044_S,2026-01-28,10
Retail,S005,ST0017_L,2026-01-28,48
Retail,S005,ST0010_XL,2026-01-28,33
Retail,S005,ST0028_L,2026-01-28,29
Retail,S005,ST0022_XL,2026-01-28,37
Retail,S005,ST0011_XL,2026-01-28,23
Retail,S005,ST0012_S,2026-01-28,3
Retail,S005,ST0024_S,2026-01-28,28
Retail,S005,ST0050_S,2026-01-28,16
Retail,S005,ST0002_M,2026-01-28,22
Retail,S005,ST0020_S,2026-01-28,46
Retail,S005,ST0023_M,2026-01-28,15
Retail,S005,ST0003_XL,2026-01-28,43
Retail,S005,ST0046_S,2026-01-28,37
Retail,S005,ST0050_L,2026-01-28,0
Retail,S005,ST0015_M,2026-01-28,25
Retail,S006,ST0019_L,2026-01-28,24
Retail,S006,ST0018_XL,2026-01-28,26
Retail,S006,ST0014_M,2026-01-28,46
Retail,S006,ST0036_XL,2026-01-28,19
Retail,S006,ST0034_M,2026-01-28,7
Retail,S006,ST0038_XL,2026-01-28,30
Retail,S006,ST0005_XL,2026-01-28,23
Retail,S006,ST0009_L,2026-01-28,44
Retail,S006,ST0024_S,2026-01-28,21
Retail,S006,ST0020_XL,2026-01-28,27
Retail,S006,ST0019_S,2026-01-28,2
Retail,S006,ST0037_L,2026-01-28,37
Retail,S006,ST0042_M,2026-01-28,16
Retail,S006,ST0004_L,2026-01-28,20
Retail,S006,ST0028_M,2026-01-28,10
Retail,S006,ST0046_XL,2026-01-28,29
Retail,S006,ST0012_M,2026-01-28,44
Retail,S006,ST0012_L,2026-01-28,42
Retail,S006,ST0035_S,2026-01-28,35
Retail,S006,ST0029_S,2026-01-28,41
Retail,S007,ST0025_L,2026-01-28,9
Retail,S007,ST0024_S,2026-01-28,16
Retail,S007,ST0045_M,2026-01-28,9
Retail,S007,ST0048_L,2026-01-28,38
Retail,S007,ST0030_XL,2026-01-28,44
Retail,S007,ST0011_M,2026-01-28,5
Retail,S007,ST0044_M,2026-01-28,8
Retail,S007,ST0046_M,2026-01-28,42
Retail,S007,ST0037_L,2026-01-28,32
Retail,S007,ST0017_XL,2026-01-28,16
Retail,S007,ST0037_XL,2026-01-28,29
Retail,S007,ST0026_S,2026-01-28,38
Retail,S007,ST0047_S,2026-01-28,19
Retail,S007,ST0001_M,2026-01-28,24
Retail,S007,ST0022_XL,2026-01-28,46
Retail,S007,ST0043_L,2026-01-28,27
Retail,S007,ST0032_S,2026-01-28,30
Retail,S007,ST0047_M,2026-01-28,15
Retail,S007,ST0018_M,2026-01-28,43
Retail,S007,ST0043_S,2026-01-28,4
Retail,S008,ST0002_XL,2026-01-28,49
Retail,S008,ST0037_S,2026-01-28,2
Retail,S008,ST0022_L,2026-01-28,9
Retail,S008,ST0013_M,2026-01-28,34
Retail,S008,ST0048_L,2026-01-28,8
Retail,S008,ST0037_XL,2026-01-28,31
Retail,S008,ST0036_L,2026-01-28,17
Retail,S008,ST0027_S,2026-01-28,5
Retail,S008,ST0046_L,2026-01-28,5
Retail,S008,ST0013_XL,2026-01-28,9
Retail,S008,ST0011_S,2026-01-28,32
Retail,S008,ST0008_M,2026-01-28,24
Retail,S008,ST0032_XL,2026-01-28,15
Retail,S008,ST0035_S,2026-01-28,40
Retail,S008,ST0006_M,2026-01-28,8
Retail,S008,ST0024_S,2026-01-28,6
Retail,S008,ST0033_M,2026-01-28,0
Retail,S008,ST0015_XL,2026-01-28,30
Retail,S008,ST0009_L,2026-01-28,34
Retail,S008,ST0002_M,2026-01-28,18
Retail,S009,ST0020_XL,2026-01-28,30
Retail,S009,ST0041_S,2026-01-28,11
Retail,S009,ST0024_L,2026-01-28,36
Retail,S009,ST0023_XL,2026-01-28,48
Retail,S009,ST0041_M,2026-01-28,33
Retail,S009,ST0044_XL,2026-01-28,21
Retail,S009,ST0007_S,2026-01-28,44
Retail,S009,ST0048_S,2026-01-28,2
Retail,S009,ST0030_S,2026-01-28,17
Retail,S009,ST0022_M,2026-01-28,15
Retail,S009,ST0028_S,2026-01-28,8
Retail,S009,ST0010_XL,2026-01-28,5
Retail,S009,ST0038_S,2026-01-28,14
Retail,S009,ST0026_M,2026-01-28,5
Retail,S009,ST0014_XL,2026-01-28,28
Retail,S009,ST0016_L,2026-01-28,49
Retail,S009,ST0017_M,2026-01-28,44
Retail,S009,ST0036_XL,2026-01-28,25
Retail,S009,ST0022_S,2026-01-28,31
Retail,S009,ST0044_L,2026-01-28,6
Retail,S010,ST0023_L,2026-01-28,23
Retail,S010,ST0037_L,2026-01-28,46
Retail,S010,ST0016_S,2026-01-28,1
Retail,S010,ST0016_M,2026-01-28,20
Retail,S010,ST0022_M,2026-01-28,4
Retail,S010,ST0015_S,2026-01-28,43
Retail,S010,ST0009_S,2026-01-28,18
Retail,S010,ST0004_S,2026-01-28,15
Retail,S010,ST0027_XL,2026-01-28,16
Retail,S010,ST0032_M,2026-01-28,34
Retail,S010,ST0024_XL,2026-01-28,22
Retail,S010,ST0014_M,2026-01-28,15
Retail,S010,ST0015_L,2026-01-28,49
Retail,S010,ST0043_XL,2026-01-28,39
Retail,S010,ST0002_M,2026-01-28,40
Retail,S010,ST0036_L,2026-01-28,49
Retail,S010,ST0050_XL,2026-01-28,20
Retail,S010,ST0015_M,2026-01-28,3
Retail,S010,ST0020_M,2026-01-28,43
Retail,S010,ST0002_L,2026-01-28,33
Retail,S001,ST0005_L,2026-01-29,16
Retail,S001,ST0041_L,2026-01-29,16
Retail,S001,ST0011_L,2026-01-29,28
Retail,S001,ST0048_L,2026-01-29,3
Retail,S001,ST0024_M,2026-01-29,39
Retail,S001,ST0035_S,2026-01-29,5
Retail,S001,ST0031_M,2026-01-29,25
Retail,S001,ST0040_M,2026-01-29,38
Retail,S001,ST0036_XL,2026-01-29,46
Retail,S001,ST0001_L,2026-01-29,13
Retail,S001,ST0008_M,2026-01-29,33
Retail,S001,ST0007_M,2026-01-29,3
Retail,S001,ST0026_L,2026-01-29,30
Retail,S001,ST0038_S,2026-01-29,20
Retail,S001,ST0002_M,2026-01-29,28
Retail,S001,ST0040_L,2026-01-29,23
Retail,S001,ST0039_XL,2026-01-29,15
Retail,S001,ST0004_S,2026-01-29,20
Retail,S001,ST0033_S,2026-01-29,1
Retail,S001,ST0016_S,2026-01-29,36
Retail,S002,ST0030_M,2026-01-29,21
Retail,S002,ST0023_M,2026-01-29,21
Retail,S002,ST0048_L,2026-01-29,15
Retail,S002,ST0010_M,2026-01-29,43
Retail,S002,ST0034_L,2026-01-29,34
Retail,S002,ST0003_M,2026-01-29,38
Retail,S002,ST0030_XL,2026-01-29,20
Retail,S002,ST0004_S,2026-01-29,29
Retail,S002,ST0050_L,2026-01-29,47
Retail,S002,ST0022_L,2026-01-29,29
Retail,S002,ST0002_S,2026-01-29,49
Retail,S002,ST0050_XL,2026-01-29,15
Retail,S002,ST0002_XL,2026-01-29,29
Retail,S002,ST0019_L,2026-01-29,44
Retail,S002,ST0046_M,2026-01-29,1
Retail,S002,ST0011_L,2026-01-29,25
Retail,S002,ST0020_M,2026-01-29,1
Retail,S002,ST0012_L,2026-01-29,39
Retail,S002,ST0014_S,2026-01-29,16
Retail,S002,ST0024_M,2026-01-29,5
Retail,S003,ST0048_XL,2026-01-29,48
Retail,S003,ST0035_XL,2026-01-29,16
Retail,S003,ST0046_S,2026-01-29,2
Retail,S003,ST0004_L,2026-01-29,33
Retail,S003,ST0045_S,2026-01-29,3
Retail,S003,ST0012_M,2026-01-29,17
Retail,S003,ST0043_S,2026-01-29,28
Retail,S003,ST0016_L,2026-01-29,43
Retail,S003,ST0023_L,2026-01-29,10
Retail,S003,ST0040_M,2026-01-29,8
Retail,S003,ST0033_L,2026-01-29,46
Retail,S003,ST0030_S,2026-01-29,9
Retail,S003,ST0015_XL,2026-01-29,45
Retail,S003,ST0018_S,2026-01-29,25
Retail,S003,ST0021_L,2026-01-29,40
Retail,S003,ST0037_M,2026-01-29,47
Retail,S003,ST0047_XL,2026-01-29,12
Retail,S003,ST0029_S,2026-01-29,43
Retail,S003,ST0007_M,2026-01-29,19
Retail,S003,ST0045_XL,2026-01-29,3
Retail,S004,ST0026_XL,2026-01-29,41
Retail,S004,ST0029_XL,2026-01-29,10
Retail,S004,ST0012_L,2026-01-29,42
Retail,S004,ST0040_L,2026-01-29,41
Retail,S004,ST0038_S,2026-01-29,19
Retail,S004,ST0002_M,2026-01-29,6
Retail,S004,ST0040_S,2026-01-29,20
Retail,S004,ST0050_S,2026-01-29,5
Retail,S004,ST0008_XL,2026-01-29,36
Retail,S004,ST0008_L,2026-01-29,48
Retail,S004,ST0004_S,2026-01-29,26
Retail,S004,ST0038_XL,2026-01-29,16
Retail,S004,ST0048_L,2026-01-29,7
Retail,S004,ST0043_M,2026-01-29,39
Retail,S004,ST0042_S,2026-01-29,14
Retail,S004,ST0031_S,2026-01-29,30
Retail,S004,ST0031_M,2026-01-29,25
Retail,S004,ST0032_S,2026-01-29,23
Retail,S004,ST0013_S,2026-01-29,1
Retail,S004,ST0022_S,2026-01-29,40
Retail,S005,ST0036_XL,2026-01-29,16
Retail,S005,ST0019_L,2026-01-29,34
Retail,S005,ST0025_L,2026-01-29,12
Retail,S005,ST0045_S,2026-01-29,17
Retail,S005,ST0030_M,2026-01-29,16
Retail,S005,ST0022_M,2026-01-29,0
Retail,S005,ST0041_XL,2026-01-29,26
Retail,S005,ST0026_S,2026-01-29,46
Retail,S005,ST0010_L,2026-01-29,42
Retail,S005,ST0038_XL,2026-01-29,31
Retail,S005,ST0010_M,2026-01-29,16
Retail,S005,ST0001_S,2026-01-29,40
Retail,S005,ST0041_S,2026-01-29,23
Retail,S005,ST0008_L,2026-01-29,34
Retail,S005,ST0022_S,2026-01-29,21
Retail,S005,ST0018_M,2026-01-29,15
Retail,S005,ST0049_L,2026-01-29,43
Retail,S005,ST0006_M,2026-01-29,39
Retail,S005,ST0043_S,2026-01-29,10
Retail,S005,ST0029_S,2026-01-29,36
Retail,S006,ST0008_S,2026-01-29,31
Retail,S006,ST0022_M,2026-01-29,10
Retail,S006,ST0017_L,2026-01-29,1
Retail,S006,ST0036_XL,2026-01-29,31
Retail,S006,ST0028_XL,2026-01-29,48
Retail,S006,ST0038_L,2026-01-29,20
Retail,S006,ST0043_M,2026-01-29,37
Retail,S006,ST0042_L,2026-01-29,46
Retail,S006,ST0012_XL,2026-01-29,17
Retail,S006,ST0039_S,2026-01-29,33
Retail,S006,ST0024_M,2026-01-29,25
Retail,S006,ST0039_L,2026-01-29,5
Retail,S006,ST0013_L,2026-01-29,29
Retail,S006,ST0009_L,2026-01-29,38
Retail,S006,ST0047_L,2026-01-29,31
Retail,S006,ST0046_M,2026-01-29,12
Retail,S006,ST0022_L,2026-01-29,45
Retail,S006,ST0015_M,2026-01-29,12
Retail,S006,ST0015_XL,2026-01-29,32
Retail,S006,ST0028_S,2026-01-29,13
Retail,S007,ST0035_M,2026-01-29,45
Retail,S007,ST0025_XL,2026-01-29,23
Retail,S007,ST0020_XL,2026-01-29,29
Retail,S007,ST0020_L,2026-01-29,14
Retail,S007,ST0043_XL,2026-01-29,36
Retail,S007,ST0037_L,2026-01-29,11
Retail,S007,ST0036_XL,2026-01-29,18
Retail,S007,ST0013_XL,2026-01-29,38
Retail,S007,ST0015_XL,2026-01-29,10
Retail,S007,ST0011_XL,2026-01-29,14
Retail,S007,ST0001_L,2026-01-29,24
Retail,S007,ST0014_M,2026-01-29,2
Retail,S007,ST0020_M,2026-01-29,42
Retail,S007,ST0013_S,2026-01-29,44
Retail,S007,ST0029_L,2026-01-29,5
Retail,S007,ST0038_L,2026-01-29,12
Retail,S007,ST0018_L,2026-01-29,45
Retail,S007,ST0005_L,2026-01-29,45
Retail,S007,ST0042_L,2026-01-29,29
Retail,S007,ST0023_M,2026-01-29,13
Retail,S008,ST0014_L,2026-01-29,10
Retail,S008,ST0047_XL,2026-01-29,15
Retail,S008,ST0029_XL,2026-01-29,9
Retail,S008,ST0020_S,2026-01-29,14
Retail,S008,ST0024_XL,2026-01-29,22
Retail,S008,ST0028_M,2026-01-29,6
Retail,S008,ST0046_S,2026-01-29,13
Retail,S008,ST0016_M,2026-01-29,27
Retail,S008,ST0022_M,2026-01-29,44
Retail,S008,ST0028_S,2026-01-29,17
Retail,S008,ST0042_XL,2026-01-29,37
Retail,S008,ST0038_XL,2026-01-29,17
Retail,S008,ST0022_L,2026-01-29,20
Retail,S008,ST0026_L,2026-01-29,41
Retail,S008,ST0035_S,2026-01-29,1
Retail,S008,ST0016_L,2026-01-29,13
Retail,S008,ST0027_M,2026-01-29,42
Retail,S008,ST0029_S,2026-01-29,33
Retail,S008,ST0046_XL,2026-01-29,6
Retail,S008,ST0005_S,2026-01-29,14
Retail,S009,ST0016_S,2026-01-29,27
Retail,S009,ST0006_XL,2026-01-29,37
Retail,S009,ST0041_S,2026-01-29,22
Retail,S009,ST0010_M,2026-01-29,5
Retail,S009,ST0022_S,2026-01-29,11
Retail,S009,ST0018_M,2026-01-29,6
Retail,S009,ST0025_S,2026-01-29,25
Retail,S009,ST0021_L,2026-01-29,2
Retail,S009,ST0022_M,2026-01-29,40
Retail,S009,ST0038_S,2026-01-29,38
Retail,S009,ST0008_S,2026-01-29,33
Retail,S009,ST0042_L,2026-01-29,46
Retail,S009,ST0038_L,2026-01-29,35
Retail,S009,ST0016_M,2026-01-29,31
Retail,S009,ST0015_S,2026-01-29,27
Retail,S009,ST0013_S,2026-01-29,46
Retail,S009,ST0029_XL,2026-01-29,0
Retail,S009,ST0024_L,2026-01-29,27
Retail,S009,ST0008_M,2026-01-29,6
Retail,S009,ST0006_M,2026-01-29,46
Retail,S010,ST0009_S,2026-01-29,47
Retail,S010,ST0042_M,2026-01-29,45
Retail,S010,ST0021_S,2026-01-29,2
Retail,S010,ST0039_M,2026-01-29,31
Retail,S010,ST0028_M,2026-01-29,22
Retail,S010,ST0046_L,2026-01-29,48
Retail,S010,ST0007_M,2026-01-29,38
Retail,S010,ST0004_S,2026-01-29,20
Retail,S010,ST0030_L,2026-01-29,47
Retail,S010,ST0034_S,2026-01-29,30
Retail,S010,ST0032_XL,2026-01-29,6
Retail,S010,ST0036_S,2026-01-29,35
Retail,S010,ST0003_S,2026-01-29,21
Retail,S010,ST0047_S,2026-01-29,42
Retail,S010,ST0027_XL,2026-01-29,5
Retail,S010,ST0011_XL,2026-01-29,31
Retail,S010,ST0038_S,2026-01-29,33
Retail,S010,ST0041_S,2026-01-29,4
Retail,S010,ST0035_XL,2026-01-29,3
Retail,S010,ST0046_M,2026-01-29,17
Retail,S001,ST0038_S,2026-01-30,19
Retail,S001,ST0016_M,2026-01-30,45
Retail,S001,ST0036_L,2026-01-30,34
Retail,S001,ST0017_XL,2026-01-30,47
Retail,S001,ST0047_L,2026-01-30,25
Retail,S001,ST0019_L,2026-01-30,0
Retail,S001,ST0043_L,2026-01-30,44
Retail,S001,ST0023_L,2026-01-30,31
Retail,S001,ST0037_M,2026-01-30,28
Retail,S001,ST0001_L,2026-01-30,38
Retail,S001,ST0031_L,2026-01-30,42
Retail,S001,ST0047_M,2026-01-30,40
Retail,S001,ST0021_M,2026-01-30,21
Retail,S001,ST0004_S,2026-01-30,45
Retail,S001,ST0041_XL,2026-01-30,2
Retail,S001,ST0034_L,2026-01-30,4
Retail,S001,ST0031_M,2026-01-30,2
Retail,S001,ST0019_S,2026-01-30,31
Retail,S001,ST0005_M,2026-01-30,17
Retail,S001,ST0037_XL,2026-01-30,35
Retail,S002,ST0029_XL,2026-01-30,36
Retail,S002,ST0032_L,2026-01-30,17
Retail,S002,ST0040_XL,2026-01-30,41
Retail,S002,ST0042_M,2026-01-30,16
Retail,S002,ST0022_S,2026-01-30,19
Retail,S002,ST0045_S,2026-01-30,49
Retail,S002,ST0010_L,2026-01-30,38
Retail,S002,ST0017_S,2026-01-30,4
Retail,S002,ST0005_S,2026-01-30,9
Retail,S002,ST0039_L,2026-01-30,26
