channel,store_code,sku,day,online,quantity,discount_value,revenue
Retail,S008,ST0026_S,2026-01-09,No,1,0,1069
Retail,S008,ST0043_XL,2026-01-09,No,1,0,1970
Retail,S008,ST0004_S,2026-01-09,No,1,0,2459
Retail,S008,ST0042_M,2026-01-09,No,4,0,4048
Retail,S008,ST0008_XL,2026-01-09,No,1,0,4999
Retail,S008,ST0024_M,2026-01-09,No,2,0,6950
Retail,S008,ST0041_S,2026-01-09,No,3,0,4950
Retail,S009,ST0049_S,2026-01-09,No,4,0,13396
Retail,S009,ST0030_XL,2026-01-09,No,4,0,4096
Retail,S009,ST0021_M,2026-01-09,No,4,0,6240
Retail,S009,ST0002_S,2026-01-09,No,2,0,4972
Retail,S009,ST0022_L,2026-01-09,No,1,0,1106
Retail,S009,ST0022_S,2026-01-09,No,4,0,3204
Retail,S009,ST0047_XL,2026-01-09,No,1,0,2979
Retail,S009,ST0017_S,2026-01-09,No,2,0,4386
Retail,S009,ST0028_XL,2026-01-09,No,2,0,9114
Retail,S009,ST0041_L,2026-01-09,No,3,0,4536
Retail,S009,ST0046_S,2026-01-09,No,1,0,4545
Retail,S009,ST0016_XL,2026-01-09,No,3,0,4635
Retail,S009,ST0029_M,2026-01-09,No,2,0,7350
Retail,S009,ST0034_XL,2026-01-09,No,2,0,2148
Retail,S010,ST0007_M,2026-01-09,No,2,0,9180
Retail,S010,ST0004_XL,2026-01-09,No,2,0,4604
Retail,S010,ST0040_M,2026-01-09,No,1,0,1240
Retail,S010,ST0026_L,2026-01-09,No,4,0,12932
Retail,S010,ST0050_L,2026-01-09,No,2,0,3030
Retail,S010,ST0017_L,2026-01-09,No,2,0,2124
Retail,S010,ST0041_XL,2026-01-09,No,4,0,8656
Retail,S010,ST0026_M,2026-01-09,No,1,0,2395
Retail,S010,ST0045_S,2026-01-09,No,2,0,4358
Retail,S010,ST0021_S,2026-01-09,No,2,0,6130
Retail,S010,ST0008_XL,2026-01-09,No,3,0,14997
Retail,S010,ST0006_XL,2026-01-09,No,1,0,4223
Retail,S010,ST0017_M,2026-01-09,No,2,0,7872
Retail,S010,ST0039_L,2026-01-09,No,1,0,1330
Retail,S010,ST0034_XL,2026-01-09,No,2,0,2148
Retail,S001,ST0006_L,2026-01-10,No,3,0,7647
Retail,S001,ST0030_L,2026-01-10,No,3,0,8865
Retail,S001,ST0044_M,2026-01-10,No,3,0,8382
Retail,S001,ST0023_XL,2026-01-10,No,4,0,11200
Retail,S001,ST0014_XL,2026-01-10,No,2,0,8974
Retail,S001,ST0009_L,2026-01-10,No,4,0,17964
Retail,S001,ST0034_L,2026-01-10,No,4,0,17076
Retail,S001,ST0042_M,2026-01-10,No,2,0,2024
Retail,S001,ST0021_L,2026-01-10,No,4,0,11308
Retail,S001,ST0029_S,2026-01-10,No,3,0,3852
Retail,S001,ST0042_XL,2026-01-10,No,4,0,4236
Retail,S001,ST0024_XL,2026-01-10,No,2,0,7654
Retail,S001,ST0022_L,2026-01-10,No,1,0,1106
Retail,S001,ST0017_XL,2026-01-10,No,1,0,2985
Retail,S001,ST0044_S,2026-01-10,No,3,0,3240
Retail,S002,ST0033_M,2026-01-10,No,3,0,9822
Retail,S002,ST0014_XL,2026-01-10,No,1,0,4487
Retail,S002,ST0003_L,2026-01-10,No,2,0,1976
Retail,S002,ST0011_L,2026-01-10,No,2,0,1196
Retail,S002,ST0036_L,2026-01-10,No,2,0,7248
Retail,S002,ST0048_M,2026-01-10,No,4,0,9028
Retail,S002,ST0005_L,2026-01-10,No,4,0,3048
Retail,S002,ST0049_XL,2026-01-10,No,2,0,5978
Retail,S002,ST0001_S,2026-01-10,No,1,0,2294
Retail,S003,ST0024_L,2026-01-10,No,2,0,3368
Retail,S003,ST0045_L,2026-01-10,No,2,0,6488
Retail,S003,ST0026_M,2026-01-10,No,1,0,2395
Retail,S003,ST0019_L,2026-01-10,No,1,0,516
Retail,S003,ST0049_M,2026-01-10,No,3,0,11253
Retail,S003,ST0042_M,2026-01-10,No,3,0,3036
Retail,S003,ST0011_L,2026-01-10,No,1,0,598
Retail,S003,ST0031_S,2026-01-10,No,2,0,6900
Retail,S003,ST0010_S,2026-01-10,No,2,0,3890
Retail,S003,ST0028_S,2026-01-10,No,2,0,1308
Retail,S003,ST0044_S,2026-01-10,No,4,0,4320
Retail,S003,ST0031_M,2026-01-10,No,4,0,18524
Retail,S003,ST0036_S,2026-01-10,No,1,0,2991
Retail,S003,ST0038_L,2026-01-10,No,3,0,3405
Retail,S003,ST0004_L,2026-01-10,No,2,0,6838
Retail,S003,ST0037_M,2026-01-10,No,3,0,4128
Retail,S004,ST0007_L,2026-01-10,No,3,0,7668
Retail,S004,ST0037_L,2026-01-10,No,1,0,1491
Retail,S004,ST0020_S,2026-01-10,No,4,0,10820
Retail,S004,ST0004_XL,2026-01-10,No,2,0,4604
Retail,S004,ST0047_L,2026-01-10,No,3,0,8295
Retail,S004,ST0003_M,2026-01-10,No,1,0,2343
Retail,S004,ST0030_M,2026-01-10,No,3,0,7023
Retail,S004,ST0020_L,2026-01-10,No,4,0,6276
Retail,S004,ST0021_XL,2026-01-10,No,3,0,11760
Retail,S004,ST0024_M,2026-01-10,No,3,0,10425
Retail,S004,ST0049_L,2026-01-10,No,1,0,4230
Retail,S004,ST0027_XL,2026-01-10,No,3,0,10527
Retail,S004,ST0047_XL,2026-01-10,No,3,0,8937
Retail,S004,ST0049_XL,2026-01-10,No,1,0,2989
Retail,S004,ST0017_L,2026-01-10,No,2,0,2124
Retail,S005,ST0044_XL,2026-01-10,No,1,0,4749
Retail,S005,ST0029_L,2026-01-10,No,3,0,14523
Retail,S005,ST0036_L,2026-01-10,No,3,0,10872
Retail,S005,ST0050_S,2026-01-10,No,2,0,4262
Retail,S005,ST0050_M,2026-01-10,No,4,0,13264
Retail,S005,ST0038_M,2026-01-10,No,2,0,9930
Retail,S005,ST0026_M,2026-01-10,No,2,0,4790
Retail,S005,ST0004_XL,2026-01-10,No,2,0,4604
Retail,S005,ST0044_S,2026-01-10,No,3,0,3240
Retail,S005,ST0047_M,2026-01-10,No,2,0,6918
Retail,S005,ST0046_M,2026-01-10,No,2,0,3486
Retail,S005,ST0048_S,2026-01-10,No,3,0,6405
Retail,S005,ST0009_M,2026-01-10,No,1,0,2196
Retail,S005,ST0015_M,2026-01-10,No,2,0,3436
Retail,S005,ST0031_L,2026-01-10,No,3,0,13845
Retail,S005,ST0027_XL,2026-01-10,No,1,0,3509
Retail,S005,ST0026_L,2026-01-10,No,3,0,9699
Retail,S005,ST0049_XL,2026-01-10,No,4,0,11956
Retail,S006,ST0047_XL,2026-01-10,No,1,0,2979
Retail,S006,ST0020_L,2026-01-10,No,3,0,4707
Retail,S006,ST0039_L,2026-01-10,No,2,0,2660
Retail,S006,ST0050_S,2026-01-10,No,3,0,6393
Retail,S006,ST0008_S,2026-01-10,No,1,0,2182
Retail,S006,ST0009_S,2026-01-10,No,4,0,14764
Retail,S006,ST0026_M,2026-01-10,No,2,0,4790
Retail,S006,ST0015_M,2026-01-10,No,1,0,1718
Retail,S006,ST0005_L,2026-01-10,No,2,0,1524
Retail,S006,ST0021_M,2026-01-10,No,1,0,1560
Retail,S006,ST0043_M,2026-01-10,No,3,0,11529
Retail,S006,ST0017_XL,2026-01-10,No,2,0,5970
Retail,S006,ST0046_XL,2026-01-10,No,2,0,5282
Retail,S006,ST0029_S,2026-01-10,No,3,0,3852
Retail,S006,ST0014_XL,2026-01-10,No,1,0,4487
Retail,S007,ST0005_XL,2026-01-10,No,3,0,3369
Retail,S007,ST0006_M,2026-01-10,No,2,0,8286
Retail,S007,ST0043_M,2026-01-10,No,2,0,7686
Retail,S007,ST0031_M,2026-01-10,No,3,0,13893
Retail,S007,ST0029_L,2026-01-10,No,3,0,14523
Retail,S007,ST0046_L,2026-01-10,No,2,0,7236
Retail,S007,ST0003_L,2026-01-10,No,4,0,3952
Retail,S007,ST0017_L,2026-01-10,No,1,0,1062
Retail,S007,ST0010_XL,2026-01-10,No,3,0,2259
Retail,S007,ST0025_L,2026-01-10,No,1,0,2565
Retail,S007,ST0027_S,2026-01-10,No,3,0,13542
Retail,S007,ST0044_XL,2026-01-10,No,4,0,18996
Retail,S007,ST0014_XL,2026-01-10,No,3,0,13461
Retail,S007,ST0002_M,2026-01-10,No,1,0,646
Retail,S007,ST0023_XL,2026-01-10,No,3,0,8400
Retail,S008,ST0007_S,2026-01-10,No,2,0,7216
Retail,S008,ST0011_M,2026-01-10,No,2,0,6114
Retail,S008,ST0008_S,2026-01-10,No,4,0,8728
Retail,S008,ST0032_S,2026-01-10,No,2,0,8694
Retail,S008,ST0033_S,2026-01-10,No,1,0,1666
Retail,S008,ST0027_M,2026-01-10,No,3,0,10203
Retail,S008,ST0047_S,2026-01-10,No,3,0,10677
Retail,S008,ST0038_L,2026-01-10,No,4,0,4540
Retail,S008,ST0012_L,2026-01-10,No,4,0,17108
Retail,S008,ST0021_XL,2026-01-10,No,1,0,3920
Retail,S008,ST0016_L,2026-01-10,No,4,0,15784
Retail,S008,ST0010_S,2026-01-10,No,1,0,1945
Retail,S008,ST0005_L,2026-01-10,No,3,0,2286
Retail,S008,ST0016_M,2026-01-10,No,3,0,4362
Retail,S009,ST0048_M,2026-01-10,No,2,0,4514
Retail,S009,ST0033_M,2026-01-10,No,3,0,9822
Retail,S009,ST0050_XL,2026-01-10,No,1,0,1848
Retail,S009,ST0021_S,2026-01-10,No,4,0,12260
Retail,S009,ST0011_S,2026-01-10,No,1,0,3683
Retail,S009,ST0003_S,2026-01-10,No,2,0,4468
Retail,S009,ST0040_L,2026-01-10,No,1,0,616
Retail,S009,ST0025_L,2026-01-10,No,2,0,5130
Retail,S009,ST0017_S,2026-01-10,No,4,0,8772
Retail,S009,ST0035_S,2026-01-10,No,2,0,7522
Retail,S009,ST0001_XL,2026-01-10,No,3,0,5607
Retail,S009,ST0022_M,2026-01-10,No,1,0,4776
Retail,S009,ST0012_L,2026-01-10,No,1,0,4277
Retail,S009,ST0014_S,2026-01-10,No,4,0,2640
Retail,S009,ST0027_XL,2026-01-10,No,1,0,3509
Retail,S009,ST0024_XL,2026-01-10,No,1,0,3827
Retail,S010,ST0007_XL,2026-01-10,No,2,0,7340
Retail,S010,ST0022_M,2026-01-10,No,3,0,14328
Retail,S010,ST0047_XL,2026-01-10,No,3,0,8937
Retail,S010,ST0024_S,2026-01-10,No,2,0,2960
Retail,S010,ST0005_L,2026-01-10,No,1,0,762
Retail,S010,ST0021_L,2026-01-10,No,3,0,8481
Retail,S010,ST0030_L,2026-01-10,No,2,0,5910
Retail,S010,ST0031_M,2026-01-10,No,3,0,13893
Retail,S010,ST0005_XL,2026-01-10,No,3,0,3369
Retail,S010,ST0030_XL,2026-01-10,No,1,0,1024
Retail,S010,ST0006_XL,2026-01-10,No,2,0,8446
Retail,S010,ST0007_M,2026-01-10,No,1,0,4590
Retail,S010,ST0049_S,2026-01-10,No,4,0,13396
Retail,S010,ST0007_S,2026-01-10,No,3,0,10824
Retail,S010,ST0010_XL,2026-01-10,No,3,0,2259
Retail,S001,ST0023_L,2026-01-11,No,1,0,690
Retail,S001,ST0041_L,2026-01-11,No,1,0,1512
Retail,S001,ST0038_XL,2026-01-11,No,1,0,2193
Retail,S001,ST0024_L,2026-01-11,No,1,0,1684
Retail,S001,ST0040_L,2026-01-11,No,1,0,616
Retail,S001,ST0029_XL,2026-01-11,No,2,0,6612
Retail,S001,ST0007_XL,2026-01-11,No,4,0,14680
Retail,S001,ST0048_XL,2026-01-11,No,2,0,5140
Retail,S001,ST0016_M,2026-01-11,No,2,0,2908
Retail,S001,ST0016_XL,2026-01-11,No,2,0,3090
Retail,S001,ST0002_M,2026-01-11,No,1,0,646
Retail,S001,ST0032_L,2026-01-11,No,2,0,6402
Retail,S001,ST0033_XL,2026-01-11,No,3,0,4059
Retail,S001,ST0006_M,2026-01-11,No,1,0,4143
Retail,S001,ST0001_S,2026-01-11,No,1,0,2294
Retail,S001,ST0010_S,2026-01-11,No,1,0,1945
Retail,S002,ST0032_L,2026-01-11,No,1,0,3201
Retail,S002,ST0027_S,2026-01-11,No,4,0,18056
Retail,S002,ST0049_XL,2026-01-11,No,4,0,11956
Retail,S002,ST0025_XL,2026-01-11,No,4,0,9264
Retail,S002,ST0015_L,2026-01-11,No,1,0,4996
Retail,S002,ST0017_M,2026-01-11,No,4,0,15744
Retail,S002,ST0014_M,2026-01-11,No,3,0,14979
Retail,S002,ST0048_XL,2026-01-11,No,3,0,7710
Retail,S002,ST0003_S,2026-01-11,No,3,0,6702
Retail,S002,ST0026_L,2026-01-11,No,1,0,3233
Retail,S002,ST0006_M,2026-01-11,No,2,0,8286
Retail,S002,ST0014_XL,2026-01-11,No,3,0,13461
Retail,S002,ST0001_S,2026-01-11,No,3,0,6882
Retail,S003,ST0011_XL,2026-01-11,No,4,0,10800
Retail,S003,ST0041_L,2026-01-11,No,1,0,1512
Retail,S003,ST0029_M,2026-01-11,No,1,0,3675
Retail,S003,ST0001_S,2026-01-11,No,2,0,4588
Retail,S003,ST0010_L,2026-01-11,No,4,0,17692
Retail,S003,ST0027_XL,2026-01-11,No,4,0,14036
Retail,S003,ST0016_L,2026-01-11,No,3,0,11838
Retail,S003,ST0017_M,2026-01-11,No,4,0,15744
Retail,S003,ST0025_M,2026-01-11,No,3,0,1881
Retail,S003,ST0008_M,2026-01-11,No,3,0,8265
Retail,S003,ST0008_L,2026-01-11,No,3,0,4962
Retail,S003,ST0026_M,2026-01-11,No,2,0,4790
Retail,S003,ST0023_S,2026-01-11,No,2,0,2398
Retail,S004,ST0043_S,2026-01-11,No,4,0,16688
Retail,S004,ST0039_L,2026-01-11,No,4,0,5320
Retail,S004,ST0013_S,2026-01-11,No,3,0,11202
Retail,S004,ST0026_S,2026-01-11,No,2,0,2138
Retail,S004,ST0017_S,2026-01-11,No,2,0,4386
Retail,S004,ST0035_L,2026-01-11,No,3,0,6645
Retail,S004,ST0050_XL,2026-01-11,No,4,0,7392
Retail,S004,ST0035_S,2026-01-11,No,4,0,15044
Retail,S004,ST0025_S,2026-01-11,No,3,0,11682
Retail,S004,ST0038_M,2026-01-11,No,3,0,14895
Retail,S004,ST0043_M,2026-01-11,No,4,0,15372
Retail,S004,ST0022_M,2026-01-11,No,4,0,19104
Retail,S004,ST0020_L,2026-01-11,No,2,0,3138
Retail,S004,ST0042_L,2026-01-11,No,3,0,10047
Retail,S004,ST0041_L,2026-01-11,No,4,0,6048
Retail,S005,ST0003_M,2026-01-11,No,4,0,9372
Retail,S005,ST0029_L,2026-01-11,No,4,0,19364
Retail,S005,ST0048_M,2026-01-11,No,3,0,6771
Retail,S005,ST0027_L,2026-01-11,No,1,0,2186
Retail,S005,ST0033_L,2026-01-11,No,1,0,2482
Retail,S005,ST0004_M,2026-01-11,No,4,0,11540
Retail,S005,ST0002_S,2026-01-11,No,4,0,9944
Retail,S005,ST0046_XL,2026-01-11,No,2,0,5282
Retail,S005,ST0029_XL,2026-01-11,No,2,0,6612
Retail,S005,ST0045_M,2026-01-11,No,2,0,8012
Retail,S005,ST0005_S,2026-01-11,No,1,0,4561
Retail,S005,ST0033_M,2026-01-11,No,1,0,3274
Retail,S005,ST0024_L,2026-01-11,No,3,0,5052
Retail,S005,ST0040_L,2026-01-11,No,4,0,2464
Retail,S005,ST0043_M,2026-01-11,No,2,0,7686
Retail,S005,ST0033_S,2026-01-11,No,1,0,1666
Retail,S006,ST0045_S,2026-01-11,No,2,0,4358
Retail,S006,ST0033_L,2026-01-11,No,1,0,2482
Retail,S006,ST0024_M,2026-01-11,No,2,0,6950
Retail,S006,ST0039_M,2026-01-11,No,4,0,2476
Retail,S006,ST0015_XL,2026-01-11,No,4,0,14416
Retail,S006,ST0037_M,2026-01-11,No,4,0,5504
Retail,S006,ST0031_M,2026-01-11,No,3,0,13893
Retail,S006,ST0046_S,2026-01-11,No,4,0,18180
Retail,S006,ST0040_S,2026-01-11,No,2,0,3738
Retail,S006,ST0044_L,2026-01-11,No,2,0,7294
Retail,S006,ST0019_S,2026-01-11,No,1,0,1315
Retail,S006,ST0016_S,2026-01-11,No,1,0,3235
Retail,S006,ST0043_XL,2026-01-11,No,3,0,5910
Retail,S006,ST0019_M,2026-01-11,No,3,0,10860
Retail,S007,ST0050_XL,2026-01-11,No,4,0,7392
Retail,S007,ST0044_XL,2026-01-11,No,1,0,4749
Retail,S007,ST0035_L,2026-01-11,No,3,0,6645
Retail,S007,ST0050_M,2026-01-11,No,4,0,13264
Retail,S007,ST0016_XL,2026-01-11,No,2,0,3090
Retail,S007,ST0040_L,2026-01-11,No,1,0,616
Retail,S007,ST0044_M,2026-01-11,No,4,0,11176
Retail,S007,ST0030_S,2026-01-11,No,4,0,4148
Retail,S007,ST0038_M,2026-01-11,No,3,0,14895
Retail,S007,ST0045_S,2026-01-11,No,1,0,2179
Retail,S007,ST0037_L,2026-01-11,No,1,0,1491
Retail,S007,ST0043_M,2026-01-11,No,3,0,11529
Retail,S007,ST0034_S,2026-01-11,No,2,0,9292
Retail,S007,ST0046_M,2026-01-11,No,2,0,3486
Retail,S007,ST0045_L,2026-01-11,No,1,0,3244
Retail,S008,ST0050_S,2026-01-11,No,4,0,8524
Retail,S008,ST0011_M,2026-01-11,No,3,0,9171
Retail,S008,ST0027_S,2026-01-11,No,4,0,18056
Retail,S008,ST0027_M,2026-01-11,No,2,0,6802
Retail,S008,ST0002_XL,2026-01-11,No,2,0,6822
Retail,S008,ST0038_M,2026-01-11,No,4,0,19860
Retail,S008,ST0003_M,2026-01-11,No,1,0,2343
Retail,S008,ST0038_XL,2026-01-11,No,4,0,8772
Retail,S008,ST0017_XL,2026-01-11,No,2,0,5970
Retail,S008,ST0020_L,2026-01-11,No,2,0,3138
Retail,S008,ST0004_M,2026-01-11,No,2,0,5770
Retail,S008,ST0031_XL,2026-01-11,No,2,0,5736
Retail,S008,ST0047_L,2026-01-11,No,3,0,8295
Retail,S008,ST0027_XL,2026-01-11,No,2,0,7018
Retail,S008,ST0048_S,2026-01-11,No,3,0,6405
Retail,S008,ST0014_L,2026-01-11,No,1,0,1800
Retail,S008,ST0004_S,2026-01-11,No,1,0,2459
Retail,S008,ST0024_XL,2026-01-11,No,1,0,3827
Retail,S009,ST0048_L,2026-01-11,No,3,0,14856
Retail,S009,ST0031_XL,2026-01-11,No,2,0,5736
Retail,S009,ST0026_S,2026-01-11,No,3,0,3207
Retail,S009,ST0005_L,2026-01-11,No,3,0,2286
Retail,S009,ST0013_XL,2026-01-11,No,1,0,4567
Retail,S009,ST0035_S,2026-01-11,No,4,0,15044
Retail,S009,ST0004_M,2026-01-11,No,3,0,8655
Retail,S009,ST0029_S,2026-01-11,No,1,0,1284
Retail,S009,ST0040_S,2026-01-11,No,1,0,1869
Retail,S009,ST0025_M,2026-01-11,No,1,0,627
Retail,S009,ST0008_S,2026-01-11,No,4,0,8728
Retail,S009,ST0050_L,2026-01-11,No,2,0,3030
Retail,S009,ST0025_L,2026-01-11,No,4,0,10260
Retail,S009,ST0002_M,2026-01-11,No,4,0,2584
Retail,S009,ST0028_XL,2026-01-11,No,2,0,9114
Retail,S009,ST0023_S,2026-01-11,No,3,0,3597
Retail,S009,ST0017_S,2026-01-11,No,1,0,2193
Retail,S009,ST0034_XL,2026-01-11,No,3,0,3222
Retail,S010,ST0019_M,2026-01-11,No,1,0,3620
Retail,S010,ST0011_S,2026-01-11,No,4,0,14732
Retail,S010,ST0011_L,2026-01-11,No,3,0,1794
Retail,S010,ST0037_L,2026-01-11,No,1,0,1491
Retail,S010,ST0003_S,2026-01-11,No,1,0,2234
Retail,S010,ST0034_S,2026-01-11,No,1,0,4646
Retail,S010,ST0026_L,2026-01-11,No,2,0,6466
Retail,S010,ST0014_XL,2026-01-11,No,1,0,4487
Retail,S010,ST0040_L,2026-01-11,No,2,0,1232
Retail,S010,ST0032_M,2026-01-11,No,4,0,19980
Retail,S010,ST0021_L,2026-01-11,No,4,0,11308
Retail,S010,ST0042_M,2026-01-11,No,3,0,3036
Retail,S010,ST0025_M,2026-01-11,No,4,0,2508
Retail,S010,ST0003_L,2026-01-11,No,1,0,988
Retail,S010,ST0041_M,2026-01-11,No,4,0,9724
Retail,S010,ST0045_S,2026-01-11,No,1,0,2179
Retail,S001,ST0030_L,2026-01-12,No,3,0,8865
Retail,S001,ST0024_L,2026-01-12,No,2,0,3368
Retail,S001,ST0006_S,2026-01-12,No,3,0,4548
Retail,S001,ST0007_M,2026-01-12,No,3,0,13770
Retail,S001,ST0023_S,2026-01-12,No,2,0,2398
Retail,S001,ST0023_XL,2026-01-12,No,4,0,11200
Retail,S001,ST0011_M,2026-01-12,No,1,0,3057
Retail,S001,ST0038_M,2026-01-12,No,2,0,9930
Retail,S001,ST0044_L,2026-01-12,No,2,0,7294
Retail,S001,ST0033_M,2026-01-12,No,4,0,13096
Retail,S001,ST0026_XL,2026-01-12,No,2,0,8726
Retail,S001,ST0026_S,2026-01-12,No,4,0,4276
Retail,S001,ST0021_M,2026-01-12,No,1,0,1560
Retail,S001,ST0037_XL,2026-01-12,No,3,0,13926
Retail,S001,ST0016_XL,2026-01-12,No,4,0,6180
Retail,S002,ST0006_XL,2026-01-12,No,1,0,4223
Retail,S002,ST0047_XL,2026-01-12,No,3,0,8937
Retail,S002,ST0024_XL,2026-01-12,No,3,0,11481
Retail,S002,ST0019_L,2026-01-12,No,3,0,1548
Retail,S002,ST0045_XL,2026-01-12,No,2,0,7712
Retail,S002,ST0039_S,2026-01-12,No,3,0,6546
Retail,S002,ST0024_S,2026-01-12,No,1,0,1480
Retail,S002,ST0025_M,2026-01-12,No,1,0,627
Retail,S002,ST0016_L,2026-01-12,No,4,0,15784
Retail,S002,ST0035_M,2026-01-12,No,4,0,6592
Retail,S002,ST0046_XL,2026-01-12,No,3,0,7923
Retail,S002,ST0049_M,2026-01-12,No,1,0,3751
Retail,S002,ST0032_S,2026-01-12,No,1,0,4347
Retail,S002,ST0023_M,2026-01-12,No,2,0,3278
Retail,S002,ST0038_M,2026-01-12,No,3,0,14895
Retail,S003,ST0032_XL,2026-01-12,No,1,0,1471
Retail,S003,ST0039_M,2026-01-12,No,4,0,2476
Retail,S003,ST0023_S,2026-01-12,No,1,0,1199
Retail,S003,ST0050_S,2026-01-12,No,4,0,8524
Retail,S003,ST0015_M,2026-01-12,No,3,0,5154
Retail,S003,ST0006_M,2026-01-12,No,3,0,12429
Retail,S003,ST0019_S,2026-01-12,No,2,0,2630
Retail,S003,ST0030_M,2026-01-12,No,2,0,4682
Retail,S003,ST0034_XL,2026-01-12,No,3,0,3222
Retail,S003,ST0009_S,2026-01-12,No,4,0,14764
Retail,S003,ST0050_M,2026-01-12,No,3,0,9948
Retail,S003,ST0035_M,2026-01-12,No,2,0,3296
Retail,S003,ST0022_XL,2026-01-12,No,2,0,7340
Retail,S003,ST0036_M,2026-01-12,No,4,0,12640
Retail,S003,ST0015_S,2026-01-12,No,2,0,4054
Retail,S004,ST0028_M,2026-01-12,No,2,0,6074
Retail,S004,ST0032_L,2026-01-12,No,3,0,9603
Retail,S004,ST0010_L,2026-01-12,No,3,0,13269
Retail,S004,ST0001_L,2026-01-12,No,2,0,6622
Retail,S004,ST0021_L,2026-01-12,No,3,0,8481
Retail,S004,ST0019_S,2026-01-12,No,1,0,1315
Retail,S004,ST0005_XL,2026-01-12,No,1,0,1123
Retail,S004,ST0013_L,2026-01-12,No,2,0,2912
Retail,S004,ST0042_M,2026-01-12,No,4,0,4048
Retail,S004,ST0015_M,2026-01-12,No,2,0,3436
Retail,S004,ST0035_M,2026-01-12,No,4,0,6592
Retail,S004,ST0008_S,2026-01-12,No,4,0,8728
Retail,S004,ST0034_M,2026-01-12,No,3,0,12708
Retail,S004,ST0026_XL,2026-01-12,No,2,0,8726
Retail,S004,ST0043_M,2026-01-12,No,1,0,3843
Retail,S005,ST0006_S,2026-01-12,No,2,0,3032
Retail,S005,ST0043_L,2026-01-12,No,3,0,13710
Retail,S005,ST0037_XL,2026-01-12,No,3,0,13926
Retail,S005,ST0021_XL,2026-01-12,No,2,0,7840
Retail,S005,ST0017_XL,2026-01-12,No,3,0,8955
Retail,S005,ST0041_M,2026-01-12,No,2,0,4862
Retail,S005,ST0019_XL,2026-01-12,No,4,0,6972
Retail,S005,ST0049_S,2026-01-12,No,2,0,6698
Retail,S005,ST0023_M,2026-01-12,No,2,0,3278
Retail,S005,ST0046_S,2026-01-12,No,4,0,18180
Retail,S005,ST0043_S,2026-01-12,No,1,0,4172
Retail,S005,ST0015_M,2026-01-12,No,3,0,5154
Retail,S005,ST0009_S,2026-01-12,No,1,0,3691
Retail,S005,ST0013_S,2026-01-12,No,2,0,7468
Retail,S005,ST0022_XL,2026-01-12,No,4,0,14680
Retail,S005,ST0036_S,2026-01-12,No,4,0,11964
Retail,S006,ST0050_M,2026-01-12,No,1,0,3316
Retail,S006,ST0045_M,2026-01-12,No,1,0,4006
Retail,S006,ST0015_XL,2026-01-12,No,2,0,7208
Retail,S006,ST0029_XL,2026-01-12,No,4,0,13224
Retail,S006,ST0011_L,2026-01-12,No,2,0,1196
Retail,S006,ST0014_S,2026-01-12,No,3,0,1980
Retail,S006,ST0039_L,2026-01-12,No,2,0,2660
Retail,S006,ST0030_M,2026-01-12,No,2,0,4682
Retail,S006,ST0033_L,2026-01-12,No,3,0,7446
Retail,S006,ST0003_S,2026-01-12,No,1,0,2234
Retail,S006,ST0042_XL,2026-01-12,No,4,0,4236
Retail,S006,ST0020_XL,2026-01-12,No,3,0,11832
Retail,S006,ST0049_M,2026-01-12,No,4,0,15004
Retail,S006,ST0007_L,2026-01-12,No,2,0,5112
Retail,S006,ST0040_XL,2026-01-12,No,3,0,10014
Retail,S006,ST0027_M,2026-01-12,No,2,0,6802
Retail,S006,ST0005_XL,2026-01-12,No,4,0,4492
Retail,S007,ST0012_M,2026-01-12,No,1,0,4933
Retail,S007,ST0026_XL,2026-01-12,No,2,0,8726
Retail,S007,ST0023_XL,2026-01-12,No,3,0,8400
Retail,S007,ST0013_S,2026-01-12,No,2,0,7468
Retail,S007,ST0010_XL,2026-01-12,No,4,0,3012
Retail,S007,ST0005_S,2026-01-12,No,3,0,13683
Retail,S007,ST0010_L,2026-01-12,No,2,0,8846
Retail,S007,ST0033_L,2026-01-12,No,1,0,2482
Retail,S007,ST0017_S,2026-01-12,No,3,0,6579
Retail,S007,ST0001_S,2026-01-12,No,1,0,2294
Retail,S007,ST0025_M,2026-01-12,No,3,0,1881
Retail,S007,ST0020_L,2026-01-12,No,1,0,1569
Retail,S007,ST0030_XL,2026-01-12,No,3,0,3072
Retail,S008,ST0032_S,2026-01-12,No,3,0,13041
Retail,S008,ST0008_S,2026-01-12,No,2,0,4364
Retail,S008,ST0044_M,2026-01-12,No,1,0,2794
Retail,S008,ST0009_L,2026-01-12,No,1,0,4491
Retail,S008,ST0035_L,2026-01-12,No,4,0,8860
Retail,S008,ST0014_M,2026-01-12,No,1,0,4993
Retail,S008,ST0048_S,2026-01-12,No,3,0,6405
Retail,S008,ST0021_S,2026-01-12,No,3,0,9195
Retail,S008,ST0025_L,2026-01-12,No,3,0,7695
Retail,S008,ST0007_M,2026-01-12,No,3,0,13770
Retail,S008,ST0009_M,2026-01-12,No,4,0,8784
Retail,S008,ST0012_XL,2026-01-12,No,2,0,6738
Retail,S008,ST0018_L,2026-01-12,No,4,0,5836
Retail,S008,ST0036_M,2026-01-12,No,4,0,12640
Retail,S009,ST0022_XL,2026-01-12,No,1,0,3670
Retail,S009,ST0041_XL,2026-01-12,No,4,0,8656
Retail,S009,ST0042_L,2026-01-12,No,2,0,6698
Retail,S009,ST0047_M,2026-01-12,No,4,0,13836
